State,Target Index,X Position,Y Position,Time
2,1,540.0,400.0,10.86430025100708
2,1,540.0,400.0,10.878285646438599
2,1,540.0,400.0,10.878285646438599
2,1,540.0,400.0,10.878285646438599
2,2,810.0,400.0,10.893019199371338
2,2,810.0,400.0,10.893019199371338
2,2,810.0,400.0,10.893019199371338
2,2,810.0,400.0,10.906542539596558
2,2,810.0,400.0,10.906542539596558
2,2,810.0,400.0,10.906542539596558
2,2,810.0,400.0,10.92210054397583
2,2,810.0,400.0,10.92210054397583
2,2,810.0,400.0,10.92210054397583
2,2,810.0,400.0,10.936184883117676
2,2,810.0,400.0,10.936184883117676
2,2,810.0,400.0,10.936184883117676
2,2,810.0,400.0,10.95032262802124
2,2,810.0,400.0,10.95032262802124
2,2,810.0,400.0,10.95032262802124
2,2,810.0,400.0,10.964277029037476
2,2,810.0,400.0,10.964277029037476
2,2,810.0,400.0,10.964277029037476
2,2,810.0,400.0,10.980375528335571
2,2,810.0,400.0,10.980375528335571
2,2,810.0,400.0,10.980375528335571
2,0,270.0,400.0,10.994478225708008
2,0,270.0,400.0,10.994478225708008
2,0,270.0,400.0,10.994478225708008
2,0,270.0,400.0,11.008641719818115
2,0,270.0,400.0,11.008641719818115
2,0,270.0,400.0,11.008641719818115
2,0,270.0,400.0,11.023578405380249
2,0,270.0,400.0,11.023578405380249
2,0,270.0,400.0,11.023578405380249
2,0,270.0,400.0,11.03708791732788
2,0,270.0,400.0,11.03708791732788
2,0,270.0,400.0,11.03708791732788
2,0,270.0,400.0,11.053540468215942
2,0,270.0,400.0,11.053540468215942
2,0,270.0,400.0,11.053540468215942
2,0,270.0,400.0,11.064845085144043
2,0,270.0,400.0,11.064845085144043
2,0,270.0,400.0,11.064845085144043
2,0,270.0,400.0,11.08087420463562
2,0,270.0,400.0,11.08087420463562
2,0,270.0,400.0,11.08087420463562
2,2,810.0,400.0,11.09495997428894
2,2,810.0,400.0,11.09495997428894
2,2,810.0,400.0,11.09495997428894
2,2,810.0,400.0,11.109789848327637
2,2,810.0,400.0,11.109789848327637
2,2,810.0,400.0,11.109789848327637
2,2,810.0,400.0,11.124829053878784
2,2,810.0,400.0,11.124829053878784
2,2,810.0,400.0,11.124829053878784
2,2,810.0,400.0,11.13962173461914
2,2,810.0,400.0,11.13962173461914
2,2,810.0,400.0,11.13962173461914
2,2,810.0,400.0,11.155216217041016
2,2,810.0,400.0,11.155216217041016
2,2,810.0,400.0,11.155216217041016
2,2,810.0,400.0,11.167847394943237
2,2,810.0,400.0,11.167847394943237
2,2,810.0,400.0,11.167847394943237
2,2,810.0,400.0,11.182637453079224
2,2,810.0,400.0,11.182637453079224
2,2,810.0,400.0,11.182637453079224
2,0,270.0,400.0,11.19593071937561
2,0,270.0,400.0,11.19593071937561
2,0,270.0,400.0,11.19593071937561
2,0,270.0,400.0,11.21010708808899
2,0,270.0,400.0,11.21010708808899
2,0,270.0,400.0,11.21010708808899
2,0,270.0,400.0,11.224625825881958
2,0,270.0,400.0,11.224625825881958
2,0,270.0,400.0,11.224625825881958
2,0,270.0,400.0,11.24000597000122
2,0,270.0,400.0,11.24000597000122
2,0,270.0,400.0,11.24000597000122
2,0,270.0,400.0,11.254292964935303
2,0,270.0,400.0,11.254292964935303
2,0,270.0,400.0,11.254292964935303
2,0,270.0,400.0,11.268831014633179
2,0,270.0,400.0,11.268831014633179
2,0,270.0,400.0,11.268831014633179
2,0,270.0,400.0,11.285374879837036
2,0,270.0,400.0,11.285374879837036
2,0,270.0,400.0,11.285374879837036
2,1,540.0,400.0,11.298450946807861
2,1,540.0,400.0,11.298450946807861
2,1,540.0,400.0,11.298450946807861
2,1,540.0,400.0,11.312272787094116
2,1,540.0,400.0,11.312272787094116
2,1,540.0,400.0,11.312272787094116
2,1,540.0,400.0,11.32607913017273
2,1,540.0,400.0,11.32607913017273
2,1,540.0,400.0,11.32607913017273
2,1,540.0,400.0,11.34020185470581
2,1,540.0,400.0,11.34020185470581
2,1,540.0,400.0,11.34020185470581
2,1,540.0,400.0,11.35437822341919
2,1,540.0,400.0,11.35437822341919
2,1,540.0,400.0,11.35437822341919
2,1,540.0,400.0,11.368473529815674
2,1,540.0,400.0,11.368473529815674
2,1,540.0,400.0,11.368473529815674
2,1,540.0,400.0,11.382287502288818
2,1,540.0,400.0,11.382287502288818
2,1,540.0,400.0,11.382287502288818
2,1,540.0,400.0,11.396317481994629
2,1,540.0,400.0,11.396317481994629
2,1,540.0,400.0,11.396317481994629
2,1,540.0,400.0,11.411584854125977
2,1,540.0,400.0,11.411584854125977
2,1,540.0,400.0,11.411584854125977
2,1,540.0,400.0,11.424768447875977
2,1,540.0,400.0,11.424768447875977
2,1,540.0,400.0,11.424768447875977
2,1,540.0,400.0,11.439613103866577
2,1,540.0,400.0,11.439613103866577
2,1,540.0,400.0,11.439613103866577
2,1,540.0,400.0,11.454302072525024
2,1,540.0,400.0,11.454302072525024
2,1,540.0,400.0,11.454302072525024
2,1,540.0,400.0,11.470786809921265
2,1,540.0,400.0,11.470786809921265
2,1,540.0,400.0,11.470786809921265
2,1,540.0,400.0,11.481839418411255
2,1,540.0,400.0,11.481839418411255
2,1,540.0,400.0,11.481839418411255
2,1,540.0,400.0,11.498903751373291
2,1,540.0,400.0,11.498903751373291
2,1,540.0,400.0,11.498903751373291
2,0,270.0,400.0,11.513299942016602
2,0,270.0,400.0,11.513299942016602
2,0,270.0,400.0,11.513299942016602
2,0,270.0,400.0,11.52787184715271
2,0,270.0,400.0,11.52787184715271
2,0,270.0,400.0,11.52787184715271
2,0,270.0,400.0,11.543568849563599
2,0,270.0,400.0,11.543568849563599
2,0,270.0,400.0,11.543568849563599
2,0,270.0,400.0,11.556541919708252
2,0,270.0,400.0,11.556541919708252
2,0,270.0,400.0,11.556541919708252
2,0,270.0,400.0,11.571256399154663
2,0,270.0,400.0,11.571256399154663
2,0,270.0,400.0,11.571256399154663
2,0,270.0,400.0,11.584469318389893
2,0,270.0,400.0,11.584469318389893
2,0,270.0,400.0,11.584469318389893
2,0,270.0,400.0,11.599549293518066
2,0,270.0,400.0,11.599549293518066
2,0,270.0,400.0,11.599549293518066
2,1,540.0,400.0,11.614160299301147
2,1,540.0,400.0,11.614160299301147
2,1,540.0,400.0,11.614160299301147
2,1,540.0,400.0,11.628237009048462
2,1,540.0,400.0,11.628237009048462
2,1,540.0,400.0,11.628237009048462
2,1,540.0,400.0,11.643590211868286
2,1,540.0,400.0,11.643590211868286
2,1,540.0,400.0,11.643590211868286
2,1,540.0,400.0,11.658150911331177
2,1,540.0,400.0,11.658150911331177
2,1,540.0,400.0,11.658150911331177
2,1,540.0,400.0,11.672165870666504
2,1,540.0,400.0,11.672165870666504
2,1,540.0,400.0,11.672165870666504
2,1,540.0,400.0,11.686368227005005
2,1,540.0,400.0,11.686368227005005
2,1,540.0,400.0,11.686368227005005
2,1,540.0,400.0,11.700636386871338
2,1,540.0,400.0,11.700636386871338
2,1,540.0,400.0,11.700636386871338
2,2,810.0,400.0,11.717179298400879
2,2,810.0,400.0,11.717179298400879
2,2,810.0,400.0,11.717179298400879
2,2,810.0,400.0,11.730222463607788
2,2,810.0,400.0,11.730222463607788
2,2,810.0,400.0,11.730222463607788
2,2,810.0,400.0,11.744895696640015
2,2,810.0,400.0,11.744895696640015
2,2,810.0,400.0,11.744895696640015
2,2,810.0,400.0,11.758692502975464
2,2,810.0,400.0,11.758692502975464
2,2,810.0,400.0,11.758692502975464
2,2,810.0,400.0,11.772884845733643
2,2,810.0,400.0,11.772884845733643
2,2,810.0,400.0,11.772884845733643
2,2,810.0,400.0,11.788498640060425
2,2,810.0,400.0,11.788498640060425
2,2,810.0,400.0,11.788498640060425
2,2,810.0,400.0,11.800840616226196
2,2,810.0,400.0,11.800840616226196
2,2,810.0,400.0,11.800840616226196
2,2,810.0,400.0,11.816471099853516
2,2,810.0,400.0,11.816471099853516
2,2,810.0,400.0,11.816471099853516
2,1,540.0,400.0,11.8308687210083
2,1,540.0,400.0,11.8308687210083
2,1,540.0,400.0,11.8308687210083
2,1,540.0,400.0,11.845298051834106
2,1,540.0,400.0,11.845298051834106
2,1,540.0,400.0,11.845298051834106
2,1,540.0,400.0,11.860903978347778
2,1,540.0,400.0,11.860903978347778
2,1,540.0,400.0,11.860903978347778
2,1,540.0,400.0,11.875550508499146
2,1,540.0,400.0,11.875550508499146
2,1,540.0,400.0,11.875550508499146
2,1,540.0,400.0,11.888525485992432
2,1,540.0,400.0,11.888525485992432
2,1,540.0,400.0,11.888525485992432
2,1,540.0,400.0,11.90424370765686
2,1,540.0,400.0,11.90424370765686
2,1,540.0,400.0,11.90424370765686
2,1,540.0,400.0,11.919390439987183
2,1,540.0,400.0,11.919390439987183
2,1,540.0,400.0,11.919390439987183
2,0,270.0,400.0,11.93258023262024
2,0,270.0,400.0,11.93258023262024
2,0,270.0,400.0,11.93258023262024
2,0,270.0,400.0,11.948063611984253
2,0,270.0,400.0,11.948063611984253
2,0,270.0,400.0,11.948063611984253
2,0,270.0,400.0,11.960860252380371
2,0,270.0,400.0,11.960860252380371
2,0,270.0,400.0,11.960860252380371
2,0,270.0,400.0,11.97554874420166
2,0,270.0,400.0,11.97554874420166
2,0,270.0,400.0,11.97554874420166
2,0,270.0,400.0,11.98889446258545
2,0,270.0,400.0,11.98889446258545
2,0,270.0,400.0,11.98889446258545
2,0,270.0,400.0,12.004315853118896
2,0,270.0,400.0,12.004315853118896
2,0,270.0,400.0,12.004315853118896
2,0,270.0,400.0,12.018871545791626
2,0,270.0,400.0,12.018871545791626
2,0,270.0,400.0,12.018871545791626
2,1,540.0,400.0,12.033214330673218
2,1,540.0,400.0,12.033214330673218
2,1,540.0,400.0,12.033214330673218
2,1,540.0,400.0,12.04786729812622
2,1,540.0,400.0,12.04786729812622
2,1,540.0,400.0,12.04786729812622
2,1,540.0,400.0,12.062192440032959
2,1,540.0,400.0,12.062192440032959
2,1,540.0,400.0,12.062192440032959
2,1,540.0,400.0,12.077411413192749
2,1,540.0,400.0,12.077411413192749
2,1,540.0,400.0,12.077411413192749
2,1,540.0,400.0,12.090766668319702
2,1,540.0,400.0,12.090766668319702
2,1,540.0,400.0,12.090766668319702
2,1,540.0,400.0,12.105833053588867
2,1,540.0,400.0,12.105833053588867
2,1,540.0,400.0,12.105833053588867
2,1,540.0,400.0,12.12069296836853
2,1,540.0,400.0,12.12069296836853
2,1,540.0,400.0,12.12069296836853
2,0,270.0,400.0,12.135251522064209
2,0,270.0,400.0,12.135251522064209
2,0,270.0,400.0,12.135251522064209
2,0,270.0,400.0,12.149168491363525
2,0,270.0,400.0,12.149168491363525
2,0,270.0,400.0,12.149168491363525
2,0,270.0,400.0,12.163753509521484
2,0,270.0,400.0,12.163753509521484
2,0,270.0,400.0,12.163753509521484
2,0,270.0,400.0,12.180629968643188
2,0,270.0,400.0,12.180629968643188
2,0,270.0,400.0,12.180629968643188
2,0,270.0,400.0,12.194973468780518
2,0,270.0,400.0,12.194973468780518
2,0,270.0,400.0,12.194973468780518
2,0,270.0,400.0,12.209118843078613
2,0,270.0,400.0,12.209118843078613
2,0,270.0,400.0,12.209118843078613
2,0,270.0,400.0,12.222212076187134
2,0,270.0,400.0,12.222212076187134
2,0,270.0,400.0,12.222212076187134
2,0,270.0,400.0,12.237535238265991
2,0,270.0,400.0,12.237535238265991
2,0,270.0,400.0,12.237535238265991
2,0,270.0,400.0,12.252189636230469
2,0,270.0,400.0,12.252189636230469
2,0,270.0,400.0,12.252189636230469
2,0,270.0,400.0,12.265640497207642
2,0,270.0,400.0,12.265640497207642
2,0,270.0,400.0,12.265640497207642
2,0,270.0,400.0,12.281426906585693
2,0,270.0,400.0,12.281426906585693
2,0,270.0,400.0,12.281426906585693
2,0,270.0,400.0,12.294949769973755
2,0,270.0,400.0,12.294949769973755
2,0,270.0,400.0,12.294949769973755
2,0,270.0,400.0,12.309731721878052
2,0,270.0,400.0,12.309731721878052
2,0,270.0,400.0,12.309731721878052
2,0,270.0,400.0,12.324308156967163
2,0,270.0,400.0,12.324308156967163
2,0,270.0,400.0,12.324308156967163
2,0,270.0,400.0,12.338744640350342
2,0,270.0,400.0,12.338744640350342
2,0,270.0,400.0,12.338744640350342
2,0,270.0,400.0,12.354313135147095
2,0,270.0,400.0,12.354313135147095
2,0,270.0,400.0,12.354313135147095
2,0,270.0,400.0,12.369336605072021
2,0,270.0,400.0,12.369336605072021
2,0,270.0,400.0,12.369336605072021
2,0,270.0,400.0,12.383547306060791
2,0,270.0,400.0,12.383547306060791
2,0,270.0,400.0,12.383547306060791
2,0,270.0,400.0,12.399327278137207
2,0,270.0,400.0,12.399327278137207
2,0,270.0,400.0,12.399327278137207
2,0,270.0,400.0,12.414309024810791
2,0,270.0,400.0,12.414309024810791
2,0,270.0,400.0,12.414309024810791
2,0,270.0,400.0,12.428492784500122
2,0,270.0,400.0,12.428492784500122
2,0,270.0,400.0,12.428492784500122
2,2,810.0,400.0,12.444403409957886
2,2,810.0,400.0,12.444403409957886
2,2,810.0,400.0,12.444403409957886
2,2,810.0,400.0,12.456628561019897
2,2,810.0,400.0,12.456628561019897
2,2,810.0,400.0,12.456628561019897
2,2,810.0,400.0,12.471061706542969
2,2,810.0,400.0,12.471061706542969
2,2,810.0,400.0,12.471061706542969
2,2,810.0,400.0,12.484877824783325
2,2,810.0,400.0,12.484877824783325
2,2,810.0,400.0,12.484877824783325
2,2,810.0,400.0,12.4996657371521
2,2,810.0,400.0,12.4996657371521
2,2,810.0,400.0,12.4996657371521
2,2,810.0,400.0,12.515089273452759
2,2,810.0,400.0,12.515089273452759
2,2,810.0,400.0,12.515089273452759
2,2,810.0,400.0,12.52913784980774
2,2,810.0,400.0,12.52913784980774
2,2,810.0,400.0,12.52913784980774
2,2,810.0,400.0,12.54342794418335
2,2,810.0,400.0,12.54342794418335
2,2,810.0,400.0,12.54342794418335
2,1,540.0,400.0,12.55735182762146
2,1,540.0,400.0,12.55735182762146
2,1,540.0,400.0,12.55735182762146
2,1,540.0,400.0,12.571179866790771
2,1,540.0,400.0,12.571179866790771
2,1,540.0,400.0,12.571179866790771
